BID,batteryCapacity,batteryType,curState,grant,manufacturer,mileage_max,model,numCharge,region,startDate,totalDistance,type,warranty_distance,warranty_year
3557,7.25,BEV,waiting,450,Dechang,60.8,danigo,512,Jeju,2013-6-22,933933220,compact,150000,5
9630,60.9,PHEV,inspection,1200,GM,303.2,Volt_ev,632,Gyunggi,2013-5-30,725705384,sedan,160000,8
5724,87.5,BEV,waiting,1200,Tesla,378.5,modelS_90d,194,GyeongNam,2013-8-25,1081557533,sedan,140000,5
3762,26.64,PHEV,inspection,839,Renault,135.0,sm3_17,78,Gyunggi,2013-7-25,660908907,sedan,140000,7
2047,28.0,PHEV,waiting,1126,Hyundai,200.1,ionic_2018,97,Incheon,2017-6-24,1276391399,sedan,200000,10
4897,7.25,BEV,using,450,Dechang,60.8,danigo,681,GyeongBuk,2016-1-19,1440933717,compact,150000,5
13008,39.24,HEV,inspection,1200,Hyundai,254.2,Kona_economic,157,JeonNam,2017-2-28,428579808,sedan,200000,10
21903,33.18,BEV,inspection,1091,BMW,208.2,i3_18,423,Seoul,2014-4-23,252383391,sedan,100000,8
6184,23.76,BEV,manufacture,849,Nissan,132.8,LEAF,153,Busan,2017-4-28,96523377,sedan,100000,6
8238,101.5,BEV,manufacture,1200,Tesla,424.0,modelP_100d,614,ChungNam,2017-7-28,1000289707,sedan,140000,5
23393,28.0,PHEV,waiting,1126,Hyundai,200.1,ionic_2018,88,Daegu,2016-4-21,110193987,sedan,200000,10
24597,101.5,BEV,using,1200,Tesla,424.0,modelP_100d,141,Busan,2017-3-24,1251945083,sedan,140000,5
281,101.5,BEV,waiting,1200,Tesla,424.0,modelP_100d,274,Seoul,2013-9-20,89027719,sedan,140000,5
14113,6.77,BEV,manufacture,450,Renault,60.8,twizy,576,GyeongBuk,2014-7-29,516552062,compact,120000,7
21253,28.0,PHEV,manufacture,1126,Hyundai,200.1,ionic_2018,152,GyeongBuk,2016-6-24,997546799,sedan,200000,10
3225,39.24,HEV,waiting,1200,Hyundai,254.2,Kona_economic,384,Jeju,2014-4-24,704119660,sedan,200000,10
25520,101.5,BEV,using,1200,Tesla,451.2,modelS_100d,400,Jeju,2017-6-19,1120767415,sedan,140000,5
9781,87.5,BEV,using,1200,Tesla,378.5,modelS_90d,95,Seoul,2013-3-30,884154300,sedan,140000,5
3128,18.8,BEV,inspection,807,BMW,132.0,i3_17,226,Seoul,2013-6-28,502484842,sedan,100000,8
21804,23.76,BEV,manufacture,849,Nissan,132.8,LEAF,457,GyeongNam,2016-5-24,975981463,sedan,100000,6
12130,60.9,PHEV,manufacture,1200,GM,303.2,Volt_ev,536,Jeju,2017-6-29,1550176249,sedan,160000,8
11750,28.0,PHEV,inspection,1126,Hyundai,200.1,ionic_2018,579,Jeju,2014-6-26,1250722844,sedan,200000,10
23370,87.5,BEV,waiting,1200,Tesla,378.5,modelS_90d,195,Jeju,2015-6-29,268837006,sedan,140000,5
9001,28.0,PHEV,waiting,1126,Hyundai,200.1,ionic_2018,348,Seoul,2016-4-24,559759562,sedan,200000,10
15890,26.64,PHEV,using,839,Renault,135.0,sm3_17,636,Busan,2013-5-30,893103926,sedan,140000,7
9544,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,309,Jeju,2017-4-25,1376045821,sedan,140000,5
15626,28.08,PHEV,using,1127,Hyundai,191.2,ionic_2017,105,Daegu,2015-8-30,200606056,sedan,200000,10
18636,28.08,PHEV,inspection,1127,Hyundai,191.2,ionic_2017,36,Incheon,2016-6-18,24714522,sedan,200000,10
7612,26.64,PHEV,waiting,839,Renault,135.0,sm3_17,592,Jeju,2015-3-29,287986499,sedan,140000,7
4833,284.7,BEV,waiting,1200,Tesla,359.5,modelS_75d,57,Jeju,2015-1-28,201516457,sedan,140000,5
23951,26.64,PHEV,using,839,Renault,135.0,sm3_17,441,Seoul,2016-3-24,829514460,sedan,140000,7
8574,284.7,BEV,inspection,1200,Tesla,359.5,modelS_75d,498,Jeju,2016-8-22,190194235,sedan,140000,5
25061,33.18,BEV,manufacture,1091,BMW,208.2,i3_18,567,Seoul,2013-6-30,618961254,sedan,100000,8
25749,23.76,BEV,waiting,849,Nissan,132.8,LEAF,475,GyeongNam,2017-2-23,830241291,sedan,100000,6
14954,35.94,PHEV,waiting,1017,Renault,212.7,sm3_18,210,Jeju,2014-6-29,1155383770,sedan,140000,7
14437,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,217,Daegu,2013-9-28,1067417322,sedan,140000,5
24362,101.5,BEV,waiting,1200,Tesla,424.0,modelP_100d,649,JeonNam,2017-4-20,50215861,sedan,140000,5
18810,101.5,BEV,waiting,1200,Tesla,451.2,modelS_100d,298,Sejong,2013-7-24,1203729953,sedan,140000,5
15705,284.7,BEV,manufacture,1200,Tesla,359.5,modelS_75d,60,Jeju,2014-5-18,683567701,sedan,140000,5
23077,101.5,BEV,using,1200,Tesla,451.2,modelS_100d,611,Jeju,2017-5-23,787831611,sedan,140000,5
9974,16.4,BEV,waiting,706,Kia,91.0,ray_18,232,GyeongBuk,2015-5-26,549839885,sedan,120000,6
9400,101.5,BEV,inspection,1200,Tesla,424.0,modelP_100d,89,Seoul,2015-2-22,322352291,sedan,140000,5
14517,87.5,BEV,using,1200,Tesla,378.5,modelS_90d,160,Jeju,2013-8-20,259071827,sedan,140000,5
9851,39.24,HEV,manufacture,1200,Hyundai,254.2,Kona_economic,241,Jeju,2015-9-21,1377791066,sedan,200000,10
5801,39.24,HEV,waiting,1200,Hyundai,254.2,Kona_economic,320,Gyunggi,2015-8-21,540828067,sedan,200000,10
531,28.0,PHEV,using,1126,Hyundai,200.1,ionic_2018,132,Gyunggi,2016-8-28,847218985,sedan,200000,10
25083,18.8,BEV,manufacture,807,BMW,132.0,i3_17,625,Seoul,2013-7-19,722532693,sedan,100000,8
7047,33.18,BEV,inspection,1091,BMW,208.2,i3_18,323,JeonNam,2014-4-25,258794646,sedan,100000,8
10649,284.7,BEV,manufacture,1200,Tesla,359.5,modelS_75d,82,Jeju,2017-4-21,844968495,sedan,140000,5
672,26.64,PHEV,inspection,839,Renault,135.0,sm3_17,661,Jeju,2014-9-17,775763967,sedan,140000,7
9320,26.64,PHEV,inspection,839,Renault,135.0,sm3_17,282,Jeju,2016-2-19,655863408,sedan,140000,7
19533,30.0,HEV,using,1027,Kia,179.6,soul_18,526,Jeju,2013-6-22,808719050,sedan,160000,10
14453,87.5,BEV,manufacture,1200,Tesla,378.5,modelS_90d,488,Jeju,2016-8-30,681570235,sedan,140000,5
21686,18.8,BEV,waiting,807,BMW,132.0,i3_17,592,GyeongBuk,2016-7-28,160567437,sedan,100000,8
2001,101.5,BEV,waiting,1200,Tesla,424.0,modelP_100d,327,Daegu,2015-3-23,1302626570,sedan,140000,5
10772,33.18,BEV,waiting,1091,BMW,208.2,i3_18,617,GyeongBuk,2015-3-25,771006069,sedan,100000,8
23829,6.77,BEV,inspection,450,Renault,60.8,twizy,266,Jeju,2017-9-21,983890626,compact,120000,7
6457,39.24,HEV,manufacture,1200,Hyundai,254.2,Kona_economic,534,Seoul,2015-4-22,342005495,sedan,200000,10
17896,16.4,BEV,inspection,706,Kia,91.0,ray_18,206,Seoul,2015-8-19,66882148,sedan,120000,6
24307,26.64,PHEV,waiting,839,Renault,135.0,sm3_17,242,Busan,2015-7-29,512067475,sedan,140000,7
9441,39.24,HEV,manufacture,1200,Hyundai,254.2,Kona_economic,299,Seoul,2014-8-20,1707975874,sedan,200000,10
4351,39.24,HEV,using,1200,Hyundai,254.2,Kona_economic,685,Daegu,2014-7-17,360256304,sedan,200000,10
20226,6.77,BEV,using,450,Renault,60.8,twizy,508,Jeju,2016-2-19,930961180,compact,120000,7
15585,33.18,BEV,waiting,1091,BMW,208.2,i3_18,298,Jeju,2017-6-22,266986160,sedan,100000,8
22013,101.5,BEV,using,1200,Tesla,451.2,modelS_100d,34,Gangwon,2017-3-27,17378940,sedan,140000,5
14776,284.7,BEV,waiting,1200,Tesla,359.5,modelS_75d,312,GyeongBuk,2017-1-19,1160098825,sedan,140000,5
6496,101.5,BEV,waiting,1200,Tesla,451.2,modelS_100d,20,Gwangju,2015-8-21,1360632039,sedan,140000,5
760,23.76,BEV,using,849,Nissan,132.8,LEAF,558,Seoul,2014-6-21,91061863,sedan,100000,6
7733,101.5,BEV,inspection,1200,Tesla,424.0,modelP_100d,610,JeonNam,2013-4-18,105190394,sedan,140000,5
9098,39.24,HEV,using,1200,Hyundai,254.2,Kona_economic,474,Jeju,2015-9-23,186781568,sedan,200000,10
11079,35.94,PHEV,using,1017,Renault,212.7,sm3_18,260,GyeongBuk,2016-2-26,569156637,sedan,140000,7
17329,28.0,PHEV,waiting,1126,Hyundai,200.1,ionic_2018,303,Seoul,2016-6-22,1679831364,sedan,200000,10
11383,30.0,HEV,manufacture,1027,Kia,179.6,soul_18,639,GyeongBuk,2014-7-23,1383932741,sedan,160000,10
9418,18.8,BEV,manufacture,807,BMW,132.0,i3_17,245,Jeju,2017-9-23,232695208,sedan,100000,8
21503,6.77,BEV,manufacture,450,Renault,60.8,twizy,615,Daegu,2014-8-27,53431823,compact,120000,7
16415,7.25,BEV,using,450,Dechang,60.8,danigo,662,Jeju,2014-5-23,909983897,compact,150000,5
18620,39.24,HEV,using,1200,Hyundai,254.2,Kona_economic,137,Seoul,2016-7-20,493853738,sedan,200000,10
2460,28.0,PHEV,manufacture,1126,Hyundai,200.1,ionic_2018,576,Jeju,2013-7-23,452417292,sedan,200000,10
5092,18.8,BEV,manufacture,807,BMW,132.0,i3_17,238,Gangwon,2017-2-29,83341249,sedan,100000,8
17612,39.24,HEV,waiting,1200,Hyundai,254.2,Kona_economic,427,JeonNam,2015-1-26,658895716,sedan,200000,10
25147,16.4,BEV,using,706,Kia,91.0,ray_18,273,Seoul,2014-8-24,154833249,sedan,120000,6
5727,35.94,PHEV,using,1017,Renault,212.7,sm3_18,602,JeonNam,2013-6-28,899898091,sedan,140000,7
22588,33.18,BEV,using,1091,BMW,208.2,i3_18,167,Jeju,2014-5-17,624126425,sedan,100000,8
19189,35.94,PHEV,manufacture,1017,Renault,212.7,sm3_18,58,Seoul,2017-1-17,1000765590,sedan,140000,7
18502,87.5,BEV,inspection,1200,Tesla,378.5,modelS_90d,536,Gwangju,2016-9-17,77737809,sedan,140000,5
23805,28.0,PHEV,manufacture,1126,Hyundai,200.1,ionic_2018,475,Jeju,2015-9-23,1137983997,sedan,200000,10
2834,16.4,BEV,waiting,706,Kia,91.0,ray_18,335,Jeju,2016-2-26,483301853,sedan,120000,6
4451,28.0,PHEV,waiting,1126,Hyundai,200.1,ionic_2018,368,Jeju,2017-5-30,176374476,sedan,200000,10
22135,7.25,BEV,inspection,450,Dechang,60.8,danigo,260,Gyunggi,2013-3-23,522877719,compact,150000,5
13977,7.25,BEV,manufacture,450,Dechang,60.8,danigo,417,Daegu,2013-7-21,1445249672,compact,150000,5
14646,284.7,BEV,inspection,1200,Tesla,359.5,modelS_75d,274,Seoul,2013-6-28,78660340,sedan,140000,5
12829,60.9,PHEV,inspection,1200,GM,303.2,Volt_ev,694,Jeju,2013-9-17,534240087,sedan,160000,8
21944,6.77,BEV,manufacture,450,Renault,60.8,twizy,143,Jeju,2014-8-25,332173144,compact,120000,7
12746,101.5,BEV,manufacture,1200,Tesla,451.2,modelS_100d,624,Jeju,2013-8-26,369197581,sedan,140000,5
1576,18.8,BEV,waiting,807,BMW,132.0,i3_17,295,Jeju,2017-2-21,89619496,sedan,100000,8
12833,87.5,BEV,inspection,1200,Tesla,378.5,modelS_90d,319,Jeju,2013-6-29,705058067,sedan,140000,5
23211,33.18,BEV,inspection,1091,BMW,208.2,i3_18,279,GyeongNam,2016-8-26,786070055,sedan,100000,8
10158,33.18,BEV,manufacture,1091,BMW,208.2,i3_18,454,ChungNam,2017-4-22,713328735,sedan,100000,8
12292,35.94,PHEV,using,1017,Renault,212.7,sm3_18,645,Busan,2013-3-30,281311651,sedan,140000,7
23841,39.24,HEV,waiting,1200,Hyundai,254.2,Kona_economic,478,Jeju,2016-9-19,158786612,sedan,200000,10
8096,6.77,BEV,manufacture,450,Renault,60.8,twizy,543,GyeongBuk,2013-7-25,842297556,compact,120000,7
21585,87.5,BEV,waiting,1200,Tesla,378.5,modelS_90d,456,GyeongBuk,2017-7-27,21465926,sedan,140000,5
12216,28.0,PHEV,waiting,1126,Hyundai,200.1,ionic_2018,381,Jeju,2015-8-19,1200842955,sedan,200000,10
24998,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,79,Jeju,2016-8-21,1173973867,sedan,140000,5
7998,30.0,HEV,waiting,1027,Kia,179.6,soul_18,606,Jeju,2016-3-26,26465991,sedan,160000,10
15730,26.64,PHEV,manufacture,839,Renault,135.0,sm3_17,515,Seoul,2016-3-26,189714342,sedan,140000,7
17829,26.64,PHEV,manufacture,839,Renault,135.0,sm3_17,681,Jeju,2014-2-27,418005026,sedan,140000,7
10549,28.08,PHEV,inspection,1127,Hyundai,191.2,ionic_2017,635,Seoul,2017-8-30,99905762,sedan,200000,10
20551,30.0,HEV,manufacture,1027,Kia,179.6,soul_18,28,Jeju,2015-1-26,370250044,sedan,160000,10
11488,28.0,PHEV,inspection,1126,Hyundai,200.1,ionic_2018,456,Gyunggi,2016-7-19,1439584189,sedan,200000,10
20170,39.24,HEV,inspection,1200,Hyundai,254.2,Kona_economic,640,Jeju,2016-8-28,1661428985,sedan,200000,10
25493,35.94,PHEV,using,1017,Renault,212.7,sm3_18,668,JeonNam,2014-5-29,161769766,sedan,140000,7
25895,39.24,HEV,waiting,1200,Hyundai,254.2,Kona_economic,605,Daegu,2013-7-17,1341419843,sedan,200000,10
14197,28.08,PHEV,using,1127,Hyundai,191.2,ionic_2017,497,Daegu,2014-7-23,1176633986,sedan,200000,10
7964,87.5,BEV,using,1200,Tesla,378.5,modelS_90d,369,GyeongBuk,2016-2-18,857641850,sedan,140000,5
20184,87.5,BEV,inspection,1200,Tesla,378.5,modelS_90d,693,GyeongNam,2013-5-30,241963568,sedan,140000,5
5354,18.8,BEV,waiting,807,BMW,132.0,i3_17,113,Jeju,2017-5-25,399329307,sedan,100000,8
5651,87.5,BEV,waiting,1200,Tesla,378.5,modelS_90d,604,Seoul,2013-6-20,657829003,sedan,140000,5
7394,39.24,HEV,waiting,1200,Hyundai,254.2,Kona_economic,557,Jeju,2014-6-28,105076929,sedan,200000,10
18289,28.0,PHEV,inspection,1126,Hyundai,200.1,ionic_2018,414,Seoul,2015-3-27,91297687,sedan,200000,10
4549,28.08,PHEV,inspection,1127,Hyundai,191.2,ionic_2017,60,Busan,2016-4-24,1276201208,sedan,200000,10
13032,284.7,BEV,using,1200,Tesla,359.5,modelS_75d,115,GyeongBuk,2017-3-21,641067172,sedan,140000,5
10310,26.64,PHEV,using,839,Renault,135.0,sm3_17,411,Jeju,2017-3-21,1255809284,sedan,140000,7
13392,60.9,PHEV,waiting,1200,GM,303.2,Volt_ev,306,Jeju,2017-6-21,1103900146,sedan,160000,8
25527,18.8,BEV,using,807,BMW,132.0,i3_17,579,Jeju,2013-1-18,492729100,sedan,100000,8
8833,30.0,HEV,manufacture,1027,Kia,179.6,soul_18,32,Jeju,2015-6-27,841255043,sedan,160000,10
15378,26.64,PHEV,manufacture,839,Renault,135.0,sm3_17,538,Seoul,2014-6-21,1380954917,sedan,140000,7
11749,16.4,BEV,manufacture,706,Kia,91.0,ray_18,132,Jeju,2015-2-21,1000597115,sedan,120000,6
16488,60.9,PHEV,inspection,1200,GM,303.2,Volt_ev,642,GyeongBuk,2014-7-26,680436047,sedan,160000,8
6340,39.24,HEV,waiting,1200,Hyundai,254.2,Kona_economic,693,Daegu,2015-5-28,233024229,sedan,200000,10
24992,18.8,BEV,using,807,BMW,132.0,i3_17,589,Seoul,2014-4-20,725279191,sedan,100000,8
15915,18.8,BEV,manufacture,807,BMW,132.0,i3_17,425,Jeju,2017-8-26,783604738,sedan,100000,8
17949,39.24,HEV,manufacture,1200,Hyundai,254.2,Kona_economic,444,Jeju,2013-9-30,1000810863,sedan,200000,10
16505,18.8,BEV,using,807,BMW,132.0,i3_17,155,Busan,2016-7-20,278275845,sedan,100000,8
16785,35.94,PHEV,using,1017,Renault,212.7,sm3_18,483,Gangwon,2016-4-20,185586250,sedan,140000,7
22658,35.94,PHEV,waiting,1017,Renault,212.7,sm3_18,103,Jeju,2014-6-27,381776075,sedan,140000,7
23525,26.64,PHEV,inspection,839,Renault,135.0,sm3_17,189,Seoul,2016-1-27,914466219,sedan,140000,7
20824,7.25,BEV,manufacture,450,Dechang,60.8,danigo,322,Jeju,2014-7-19,923767705,compact,150000,5
17190,101.5,BEV,waiting,1200,Tesla,451.2,modelS_100d,657,Jeju,2013-1-26,822183251,sedan,140000,5
23298,35.94,PHEV,inspection,1017,Renault,212.7,sm3_18,107,Jeju,2014-7-28,1152512549,sedan,140000,7
12894,60.9,PHEV,manufacture,1200,GM,303.2,Volt_ev,644,Seoul,2013-1-23,36751406,sedan,160000,8
21920,284.7,BEV,manufacture,1200,Tesla,359.5,modelS_75d,629,GyeongBuk,2016-6-23,455809691,sedan,140000,5
20518,26.64,PHEV,manufacture,839,Renault,135.0,sm3_17,500,Seoul,2014-5-22,1164241088,sedan,140000,7
10341,30.0,HEV,manufacture,1027,Kia,179.6,soul_18,524,Jeju,2013-8-17,316470268,sedan,160000,10
1222,33.18,BEV,manufacture,1091,BMW,208.2,i3_18,360,JeonNam,2013-8-19,298432541,sedan,100000,8
16866,30.0,HEV,using,1027,Kia,179.6,soul_18,652,JeonNam,2014-9-26,680958034,sedan,160000,10
24133,284.7,BEV,waiting,1200,Tesla,359.5,modelS_75d,203,Sejong,2015-8-17,1267967671,sedan,140000,5
21757,284.7,BEV,manufacture,1200,Tesla,359.5,modelS_75d,91,Seoul,2015-8-29,762202210,sedan,140000,5
17953,33.18,BEV,using,1091,BMW,208.2,i3_18,654,JeonNam,2015-9-25,362132964,sedan,100000,8
23019,33.18,BEV,manufacture,1091,BMW,208.2,i3_18,545,Seoul,2013-9-23,881577185,sedan,100000,8
24513,6.77,BEV,manufacture,450,Renault,60.8,twizy,30,Seoul,2016-2-28,278282515,compact,120000,7
20566,60.9,PHEV,using,1200,GM,303.2,Volt_ev,156,Seoul,2017-5-25,263377757,sedan,160000,8
4629,60.9,PHEV,using,1200,GM,303.2,Volt_ev,652,JeonNam,2013-5-26,1112340889,sedan,160000,8
25398,284.7,BEV,waiting,1200,Tesla,359.5,modelS_75d,529,JeonNam,2016-2-28,1190373447,sedan,140000,5
23385,26.64,PHEV,manufacture,839,Renault,135.0,sm3_17,166,Seoul,2017-2-28,165804093,sedan,140000,7
6770,33.18,BEV,waiting,1091,BMW,208.2,i3_18,559,Jeju,2015-7-21,621779113,sedan,100000,8
7071,26.64,PHEV,using,839,Renault,135.0,sm3_17,299,Seoul,2014-1-26,535490326,sedan,140000,7
14862,26.64,PHEV,manufacture,839,Renault,135.0,sm3_17,47,Busan,2015-9-27,601912043,sedan,140000,7
1060,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,552,GyeongBuk,2015-4-24,572213116,sedan,140000,5
11214,23.76,BEV,manufacture,849,Nissan,132.8,LEAF,502,Jeju,2014-8-24,96664437,sedan,100000,6
9044,87.5,BEV,waiting,1200,Tesla,378.5,modelS_90d,297,GyeongBuk,2017-8-24,1197469556,sedan,140000,5
15167,60.9,PHEV,waiting,1200,GM,303.2,Volt_ev,32,Seoul,2014-5-25,1441619781,sedan,160000,8
24635,30.0,HEV,waiting,1027,Kia,179.6,soul_18,466,Seoul,2015-9-27,1428656736,sedan,160000,10
10810,101.5,BEV,using,1200,Tesla,424.0,modelP_100d,582,JeonNam,2016-5-22,1076916076,sedan,140000,5
24389,28.08,PHEV,manufacture,1127,Hyundai,191.2,ionic_2017,410,JeonBuk,2017-7-28,1659508314,sedan,200000,10
23123,284.7,BEV,manufacture,1200,Tesla,359.5,modelS_75d,659,Jeju,2017-8-29,712653387,sedan,140000,5
22769,16.4,BEV,inspection,706,Kia,91.0,ray_18,251,Jeju,2015-5-30,179130939,sedan,120000,6
10887,16.4,BEV,manufacture,706,Kia,91.0,ray_18,278,Seoul,2015-7-18,912920307,sedan,120000,6
19959,7.25,BEV,using,450,Dechang,60.8,danigo,341,Jeju,2015-9-26,1236598507,compact,150000,5
22492,6.77,BEV,manufacture,450,Renault,60.8,twizy,475,Jeju,2016-3-29,568525850,compact,120000,7
16223,7.25,BEV,waiting,450,Dechang,60.8,danigo,359,JeonNam,2015-7-29,1397246229,compact,150000,5
1219,35.94,PHEV,inspection,1017,Renault,212.7,sm3_18,83,Gwangju,2015-6-28,69532612,sedan,140000,7
24669,7.25,BEV,inspection,450,Dechang,60.8,danigo,209,Seoul,2015-6-22,1061371919,compact,150000,5
18733,284.7,BEV,waiting,1200,Tesla,359.5,modelS_75d,188,Daegu,2015-8-25,192862469,sedan,140000,5
482,6.77,BEV,using,450,Renault,60.8,twizy,624,Ulsan,2017-9-30,228395523,compact,120000,7
7996,28.0,PHEV,using,1126,Hyundai,200.1,ionic_2018,71,Jeju,2017-3-17,646960655,sedan,200000,10
10294,35.94,PHEV,inspection,1017,Renault,212.7,sm3_18,625,ChungNam,2017-5-27,343731807,sedan,140000,7
7408,16.4,BEV,using,706,Kia,91.0,ray_18,665,Seoul,2015-3-28,908222700,sedan,120000,6
21609,60.9,PHEV,inspection,1200,GM,303.2,Volt_ev,312,JeonNam,2013-3-20,413833206,sedan,160000,8
5367,28.08,PHEV,waiting,1127,Hyundai,191.2,ionic_2017,160,Jeju,2016-8-25,1450404735,sedan,200000,10
13030,18.8,BEV,using,807,BMW,132.0,i3_17,310,Seoul,2013-7-23,756542383,sedan,100000,8
4650,6.77,BEV,inspection,450,Renault,60.8,twizy,479,Daegu,2016-5-17,199545178,compact,120000,7
6833,7.25,BEV,manufacture,450,Dechang,60.8,danigo,298,Daegu,2014-9-27,805773014,compact,150000,5
3654,26.64,PHEV,using,839,Renault,135.0,sm3_17,443,Gyunggi,2017-9-30,655398713,sedan,140000,7
1042,39.24,HEV,waiting,1200,Hyundai,254.2,Kona_economic,314,Daegu,2016-6-22,858228346,sedan,200000,10
7224,101.5,BEV,manufacture,1200,Tesla,424.0,modelP_100d,682,Daegu,2013-6-20,355101486,sedan,140000,5
15802,284.7,BEV,manufacture,1200,Tesla,359.5,modelS_75d,621,Gangwon,2014-6-24,210848367,sedan,140000,5
6205,284.7,BEV,manufacture,1200,Tesla,359.5,modelS_75d,561,Jeju,2013-1-17,1242643413,sedan,140000,5
15153,60.9,PHEV,waiting,1200,GM,303.2,Volt_ev,251,Daegu,2014-6-21,327275108,sedan,160000,8
23708,101.5,BEV,manufacture,1200,Tesla,451.2,modelS_100d,389,Seoul,2014-7-21,1219312844,sedan,140000,5
1208,28.08,PHEV,manufacture,1127,Hyundai,191.2,ionic_2017,546,Seoul,2015-9-22,1771385391,sedan,200000,10
8502,18.8,BEV,manufacture,807,BMW,132.0,i3_17,322,Gangwon,2017-8-27,85985993,sedan,100000,8
5845,60.9,PHEV,inspection,1200,GM,303.2,Volt_ev,645,Daegu,2017-4-19,793508421,sedan,160000,8
24311,101.5,BEV,waiting,1200,Tesla,451.2,modelS_100d,646,Jeju,2014-1-24,1302209450,sedan,140000,5
19594,33.18,BEV,inspection,1091,BMW,208.2,i3_18,638,Gyunggi,2014-5-28,158307550,sedan,100000,8
7551,30.0,HEV,waiting,1027,Kia,179.6,soul_18,574,Seoul,2015-2-20,364919276,sedan,160000,10
9324,101.5,BEV,using,1200,Tesla,424.0,modelP_100d,516,Daegu,2017-9-26,792753845,sedan,140000,5
14094,23.76,BEV,manufacture,849,Nissan,132.8,LEAF,612,Gangwon,2015-9-30,819246602,sedan,100000,6
21797,28.0,PHEV,waiting,1126,Hyundai,200.1,ionic_2018,266,Gyunggi,2017-9-27,549407040,sedan,200000,10
5118,60.9,PHEV,using,1200,GM,303.2,Volt_ev,292,Seoul,2017-4-28,872691134,sedan,160000,8
5896,26.64,PHEV,inspection,839,Renault,135.0,sm3_17,665,Seoul,2015-7-29,996862994,sedan,140000,7
20834,23.76,BEV,waiting,849,Nissan,132.8,LEAF,382,Jeju,2017-4-24,960012375,sedan,100000,6
18055,6.77,BEV,manufacture,450,Renault,60.8,twizy,539,Jeju,2016-7-19,160213813,compact,120000,7
20790,18.8,BEV,manufacture,807,BMW,132.0,i3_17,197,Jeju,2015-7-28,928369678,sedan,100000,8
8476,87.5,BEV,inspection,1200,Tesla,378.5,modelS_90d,525,Jeju,2017-9-23,630252128,sedan,140000,5
20084,18.8,BEV,waiting,807,BMW,132.0,i3_17,402,Jeju,2013-7-30,928324014,sedan,100000,8
3315,101.5,BEV,waiting,1200,Tesla,451.2,modelS_100d,592,Jeju,2016-5-20,858137386,sedan,140000,5
17745,28.0,PHEV,using,1126,Hyundai,200.1,ionic_2018,295,Gyunggi,2015-7-21,509075735,sedan,200000,10
16611,7.25,BEV,inspection,450,Dechang,60.8,danigo,270,Jeju,2013-1-24,496184789,compact,150000,5
4124,30.0,HEV,inspection,1027,Kia,179.6,soul_18,106,Jeju,2015-5-24,63483472,sedan,160000,10
3074,39.24,HEV,manufacture,1200,Hyundai,254.2,Kona_economic,361,JeonNam,2014-4-28,1131432746,sedan,200000,10
1274,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,652,GyeongBuk,2016-6-27,411529969,sedan,140000,5
11600,28.0,PHEV,waiting,1126,Hyundai,200.1,ionic_2018,607,Jeju,2014-5-20,698403535,sedan,200000,10
21612,28.08,PHEV,inspection,1127,Hyundai,191.2,ionic_2017,447,Busan,2016-7-20,231168409,sedan,200000,10
25200,23.76,BEV,inspection,849,Nissan,132.8,LEAF,574,Daegu,2015-8-19,732053707,sedan,100000,6
21974,39.24,HEV,using,1200,Hyundai,254.2,Kona_economic,352,Jeju,2015-6-19,1463574168,sedan,200000,10
2815,33.18,BEV,using,1091,BMW,208.2,i3_18,491,Jeju,2014-9-24,8620988,sedan,100000,8
12121,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,157,Seoul,2015-5-18,1188928212,sedan,140000,5
3895,7.25,BEV,waiting,450,Dechang,60.8,danigo,282,Seoul,2015-9-27,1155524164,compact,150000,5
23607,87.5,BEV,using,1200,Tesla,378.5,modelS_90d,563,Seoul,2016-8-17,604325977,sedan,140000,5
19363,284.7,BEV,using,1200,Tesla,359.5,modelS_75d,440,JeonNam,2013-2-24,830471815,sedan,140000,5
18253,28.0,PHEV,using,1126,Hyundai,200.1,ionic_2018,504,Seoul,2016-5-24,1685072642,sedan,200000,10
18695,18.8,BEV,inspection,807,BMW,132.0,i3_17,458,Seoul,2015-8-28,55850432,sedan,100000,8
9226,6.77,BEV,waiting,450,Renault,60.8,twizy,656,Seoul,2013-7-24,395493232,compact,120000,7
10312,60.9,PHEV,using,1200,GM,303.2,Volt_ev,159,Jeju,2017-9-28,1470973113,sedan,160000,8
12343,33.18,BEV,manufacture,1091,BMW,208.2,i3_18,339,Seoul,2013-7-24,995132091,sedan,100000,8
10461,7.25,BEV,inspection,450,Dechang,60.8,danigo,233,Seoul,2015-7-20,196192707,compact,150000,5
12727,18.8,BEV,manufacture,807,BMW,132.0,i3_17,671,Seoul,2015-2-20,734693343,sedan,100000,8
21735,26.64,PHEV,inspection,839,Renault,135.0,sm3_17,59,Jeju,2017-5-19,175318046,sedan,140000,7
18837,23.76,BEV,manufacture,849,Nissan,132.8,LEAF,205,Daegu,2017-1-20,958131369,sedan,100000,6
18400,35.94,PHEV,inspection,1017,Renault,212.7,sm3_18,60,Seoul,2013-6-21,1351012616,sedan,140000,7
